Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,42.67,42.60389677250216,1815.0920202020202,62.21,54.12934285187432,2929.9857575757574,4.295710348522566,4.308480019667275,18.563000079872122,517.2125426503189,88.22000543032917,7782.769358127308,0.0021129635490559034,0.0013559620132275484,1.8386329813161063e-06,0.006677156177156177,0.06485757354265198,0.004206504845840509
