Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,103,0.0,0,12,0.0,0,0.11650485436893204,0.0,0.0,513.8101397975938,81.33364775021943,6615.162256356773,0.0020283894718539155,0.0005962308729720654,3.554912538850312e-07,0.0019130434782608696,0.014809709328848933,0.00021932749040499513
