Metric, Num Containers Launched, Combined Threshold, CPU Weight, Memory Weight, Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats, 21, 34.7, 0.4, 0.6, 42.67,42.60389677250216,1815.0920202020202,62.21,54.12934285187432,2929.9857575757574,4.295710348522566,4.308480019667275,18.563000079872122,7.443489451322282,6.912433659551319,47.78173909769804,0.31254165510084025,0.35468047376425543,0.12579823846963667,0.0,0.0,0.0


