Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,62.21,54.12934285187432,2929.9857575757574,42.67,42.60389677250216,1815.0920202020202,4.295710348522566,4.308480019667275,18.563000079872122,260.39018882532855,74.38898506387227,5533.721098833011,0.0042725302895578,0.002265575087798809,5.1328304784545814e-06,0.005380952380952381,0.04713877574998142,0.0022220641792070365
