Client ID,NUM_READS,NUM_WRITES,READ_WRITE_RATIO,Throughput,Latency,Error Rate
0,103,12,0.11650485436893204,274.61182457225067,0.003641503790150518,0.0
1,103,12,0.11650485436893204,484.72892610557665,0.0020630087171282087,0.0
2,103,12,0.11650485436893204,534.9972328024519,0.0018691685464647082,0.0
3,103,12,0.11650485436893204,475.888515614766,0.002101332491094416,0.0
4,103,12,0.11650485436893204,575.1224328112621,0.0017387602064344618,0.0
5,103,12,0.11650485436893204,481.776225157013,0.0020756524456434014,0.0
6,103,12,0.11650485436893204,466.9426373686823,0.0021415906793930952,0.0
7,103,12,0.11650485436893204,546.7475072413176,0.0018289978221311407,0.0
8,103,12,0.11650485436893204,491.3745884858884,0.002035107275452277,0.0
9,103,12,0.11650485436893204,506.8012107658217,0.0019731602426302634,0.0
10,103,12,0.11650485436893204,649.721978109167,0.0015391198600210796,0.0
11,103,12,0.11650485436893204,543.8094488287377,0.0018388794129153333,0.0
12,103,12,0.11650485436893204,486.6158248897827,0.002055009206136068,0.0
13,103,12,0.11650485436893204,555.1148648317443,0.0018014289714671948,0.0
14,103,12,0.11650485436893204,458.1705582854913,0.0021825933201427765,0.0
15,103,12,0.11650485436893204,508.2968389340038,0.0019673543555714258,0.0
16,103,12,0.11650485436893204,548.803776090254,0.0018221448968957971,0.0
17,103,12,0.11650485436893204,626.8705821788426,0.0015952255990770129,0.0
18,103,12,0.11650485436893204,466.00141656829385,0.002145916223526001,0.0
19,103,12,0.11650485436893204,450.2176220709816,0.0022211480647959607,0.0
20,103,12,0.11650485436893204,525.0106803642364,0.0019047231559293817,0.0
21,103,12,0.11650485436893204,549.8410014141583,0.0018187075853347777,0.0
22,103,12,0.11650485436893204,570.3286732898773,0.0017533749341964722,0.0
23,103,12,0.11650485436893204,598.7554352423653,0.00167013097692419,0.0
24,103,12,0.11650485436893204,555.8854557824332,0.0017989317576090494,0.0
25,103,12,0.11650485436893204,486.3177585417357,0.002056268730548897,0.0
26,103,12,0.11650485436893204,532.7536180791195,0.0018770402791548747,0.0
27,103,12,0.11650485436893204,556.2529321150334,0.0017977433326916818,0.0
28,103,12,0.11650485436893204,573.0654181771811,0.001745001475016276,0.0
29,103,12,0.11650485436893204,548.9661525325223,0.0018216059321448917,0.0
30,103,12,0.11650485436893204,476.18409343844104,0.0021000281483137687,0.0
31,103,12,0.11650485436893204,482.14983582610904,0.002074044053725775,0.0
32,103,12,0.11650485436893204,496.9767137219536,0.0020121667120191786,0.0
33,103,12,0.11650485436893204,555.845002981785,0.0017990626786884509,0.0
34,103,12,0.11650485436893204,546.3142506386937,0.0018304483158381906,0.0
35,103,12,0.11650485436893204,560.7808112950237,0.0017832279205322265,0.0
