Client ID,NUM_READS,NUM_WRITES,READ_WRITE_RATIO,Throughput,Latency,Error Rate
0,103,12,0.11650485436893204,38.63671178802494,0.025882119717805283,0.0
1,53,52,0.9811320754716981,24.281791944324585,0.041183121999104816,0.0
2,4,32,8.0,6.852688006954214,0.14592813783221775,0.0
3,11,99,9.0,17.369535476720866,0.057572063532742586,0.0
4,31,32,1.032258064516129,10.62439101705705,0.09412304181901235,0.0
5,12,109,9.083333333333334,18.136494393405044,0.05513744708920313,0.0
6,43,42,0.9767441860465116,15.067921608869772,0.06636615360484403,0.0
7,6,53,8.833333333333334,9.987892345261569,0.10012122332039526,0.0
8,89,10,0.11235955056179775,14.034485194465837,0.07125305888628719,0.0
9,59,59,1.0,14.113198587869931,0.07085565995361845,0.0
10,74,8,0.10810810810810811,7.991326418775398,0.1251356718016834,0.0
11,75,8,0.10666666666666667,6.7630843740969455,0.14786152954561166,0.0
12,9,9,1.0,1.3404457577031028,0.7460204892688327,0.0
13,49,5,0.10204081632653061,3.5640167464356516,0.28058229552374947,0.0
14,19,168,8.842105263157896,11.828192661432462,0.0845437700098211,0.0
15,53,54,1.0188679245283019,6.362085795444928,0.15718115601584176,0.0
16,3,24,8.0,1.5465568742494082,0.6465976238250732,0.0
17,18,18,1.0,1.965287641060966,0.5088313685523139,0.0
18,14,130,9.285714285714286,7.800052543636459,0.12820426457458073,0.0
19,94,94,1.0,9.720255736452327,0.10287795168288211,0.0
20,17,149,8.764705882352942,8.359878020165926,0.11961897022752876,0.0
21,16,144,9.0,7.8909771386844305,0.12672701776027678,0.0
22,29,3,0.10344827586206896,1.5995610678646424,0.6251715049147606,0.0
23,49,5,0.10204081632653061,2.6543674279436407,0.3767375946044922,0.0
24,1,14,14.0,0.7450015599374851,1.342279068628947,0.0
25,99,99,1.0,9.052158561937603,0.11047088859057186,0.0
26,44,5,0.11363636363636363,2.2486139306343045,0.4447184046920465,0.0
27,19,20,1.0526315789473684,1.7536229705793354,0.5702480047177045,0.0
28,27,3,0.1111111111111111,1.3385587025019234,0.7470722039540608,0.0
29,8,76,9.5,3.743113986343877,0.2671572395733425,0.0
30,15,132,8.8,6.33498770839374,0.15785350280554117,0.0
31,18,163,9.055555555555555,8.051622679754482,0.12419856714280271,0.0
32,18,18,1.0,1.6382925048309818,0.6103916101985507,0.0
33,68,8,0.11764705882352941,3.201737039230228,0.31233045929356623,0.0
34,114,13,0.11403508771929824,5.025700107843599,0.19897725262979823,0.0
35,59,6,0.1016949152542373,2.4206324976311957,0.4131151676177979,0.0
36,62,62,1.0,4.200244364957833,0.23808138601241574,0.0
37,61,61,1.0,3.7787754768313815,0.26463599283187117,0.0
38,19,168,8.842105263157896,5.720564287332979,0.17480792973768264,0.0
39,18,160,8.88888888888889,5.370777021224611,0.18619279781084383,0.0
40,37,38,1.027027027027027,2.3384454441192597,0.4276345221201579,0.0
41,18,161,8.944444444444445,5.430597161523235,0.18414181171182814,0.0
42,17,17,1.0,1.0690620268617412,0.9353994201211369,0.0
43,13,118,9.076923076923077,3.994419875344725,0.25034924499861155,0.0
44,47,5,0.10638297872340426,1.6179839162595404,0.6180531153312097,0.0
45,13,1,0.07692307692307693,0.4345804358439404,2.3010699919291904,0.0
46,10,1,0.1,0.3397148022098078,2.943645650690252,0.0
47,105,12,0.11428571428571428,3.4520898427688724,0.28967959860451203,0.0
48,74,74,1.0,4.16621098597093,0.24002625007887143,0.0
49,120,13,0.10833333333333334,3.5417242168946923,0.2823483531636403,0.0
50,9,1,0.1111111111111111,0.26339629132748743,3.7965606689453124,0.0
51,57,58,1.0175438596491229,2.707435980032941,0.36935314717500106,0.0
52,78,9,0.11538461538461539,2.0282092735623216,0.49304576851855747,0.0
53,73,74,1.0136986301369864,3.32961150316788,0.30033533913748606,0.0
54,14,123,8.785714285714286,3.0716050635532968,0.3255626876858899,0.0
55,16,145,9.0625,3.5858481536291977,0.2788740507564189,0.0
56,149,17,0.11409395973154363,3.5711477526045745,0.2800220179270549,0.0
57,14,123,8.785714285714286,2.940954862124244,0.3400256198688145,0.0
58,97,98,1.0103092783505154,4.032835730566496,0.24796447631640312,0.0
59,56,6,0.10714285714285714,1.2578216815399617,0.7950252525268062,0.0
60,17,151,8.882352941176471,3.406315203702867,0.29357236198016573,0.0
61,11,10,0.9090909090909091,0.43725187007758703,2.2870113736107234,0.0
62,93,94,1.010752688172043,3.7289387812855734,0.26817281233435647,0.0
63,179,20,0.11173184357541899,3.7105204844467203,0.26950396964298423,0.0
64,23,23,1.0,0.8706565448453929,1.1485585285269695,0.0
65,13,113,8.692307692307692,2.3244952244582455,0.43020092684125144,0.0
66,9,80,8.88888888888889,1.6912687309457455,0.5912720915976535,0.0
67,17,150,8.823529411764707,3.1039814338466076,0.32216687545091094,0.0
68,3,31,10.333333333333334,0.6157002113230157,1.624167056644664,0.0
69,122,14,0.11475409836065574,2.3665183497276523,0.4225616928409128,0.0
70,118,13,0.11016949152542373,2.3391029726626686,0.4275143128315001,0.0
71,4,33,8.25,0.6587939020087058,1.5179254042135704,0.0
72,52,6,0.11538461538461539,1.0131174946832073,0.987052346098012,0.0
73,55,54,0.9818181818181818,1.855312862046263,0.5389926521056289,0.0
74,18,164,9.11111111111111,3.0814328579330783,0.3245243515287127,0.0
75,4,34,8.5,0.6508166654500366,1.5365310279946578,0.0
76,13,120,9.23076923076923,2.1341491442234672,0.46857081320052757,0.0
77,9,10,1.1111111111111112,0.31841224501577076,3.1405827371697677,0.0
78,16,147,9.1875,2.712386582104341,0.36867901006359266,0.0
