Metric,Num Containers Launched,Combined Threshold,CPU Weight,Memory Weight,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,21,1.8,0.7,0.3,2306.04,2369.589372942839,5614953.796363636,2398.08,2316.948880477831,5368252.114747475,3.7859000037406902,4.1251871735340595,17.017169216689922,5.052886409255846,3.02773846574481,9.167200216950738,0.12784535227804203,0.024913258221015356,0.0006206704351869892,0.3709164857212668,0.30884345184585643,0.09538427774806384
