Index,Average CPU Usage,Average Memory Usage
0,0.08371428571428571,14.91796875
1,0.003399750933997509,14.82421875
2,0.003617242993599035,14.822265625
3,0.004721935495002827,14.87109375
4,0.002668598795798883,14.810546875
5,0.0031183504925037775,14.79765625
6,0.0026672219751689478,14.821614583333334
7,0.003346658477781747,14.80859375
8,0.006382975962807828,14.86572265625
9,0.015423233742951835,14.89697265625
10,0.015423233742951835,14.89697265625
11,0.015423233742951835,14.89697265625
12,0.015423233742951835,14.89697265625
13,0.015423233742951835,14.89697265625
14,0.015423233742951835,14.89697265625
15,0.015423233742951835,14.89697265625
16,0.0067507254720592606,14.86572265625
17,0.0067507254720592606,14.86572265625
18,0.0067507254720592606,14.86572265625
19,0.003641109053700483,14.864583333333334
20,0.005673087855539293,14.86501736111111
21,0.0035458496867834164,14.86545138888889
22,0.003365232910752601,14.8671875
23,0.003365232910752601,14.8671875
24,0.003365232910752601,14.8671875
25,0.003365232910752601,14.8671875
26,0.003459117663870372,14.89626736111111
27,0.0033493705066551653,14.873828125
28,0.0033493705066551653,14.873828125
29,0.003638148566134005,14.875390625
30,0.003551917467582841,14.863671875
31,0.003194728291676812,14.864453125
32,0.002472974083630753,14.86484375
33,0.003564303052305358,14.8671875
34,0.003578002722432053,14.866832386363637
35,0.0032264128313155955,14.8525390625
36,0.0038113240004323673,14.880859375
37,0.003727779897842634,14.8603515625
38,0.003969479989430488,14.856971153846153
39,0.0062767569862529305,14.857872596153847
40,0.008285652393173054,14.858473557692308
41,0.008285652393173054,14.858473557692308
42,0.008285652393173054,14.858473557692308
43,0.003023818478755031,14.851841517857142
44,0.0027941658736574523,14.858333333333333
45,0.003207948501426077,14.859375
46,0.0037051216980947444,14.860677083333334
47,0.002841648559788553,14.85888671875
48,0.0037869758267310037,14.856387867647058
49,0.0033029263921279966,14.857306985294118
50,0.002841355390909926,14.857766544117647
51,0.006085041966427337,14.848958333333334
52,0.006085041966427337,14.848958333333334
53,0.006085041966427337,14.848958333333334
54,0.006085041966427337,14.848958333333334
55,0.0035662435643517795,14.86501736111111
56,0.013463487255044287,14.86697048611111
57,0.005069010118223227,14.872327302631579
58,0.006382132928175939,14.8650390625
59,0.007707793786235878,14.8783203125
60,0.007707793786235878,14.8783203125
61,0.019273593819495928,14.8666015625
