Client ID,NUM_READS,NUM_WRITES,READ_WRITE_RATIO,Throughput,Latency,Error Rate
0,139,140,1.0071942446043165,9.971456998593322,0.09058112636689217,0.0967741935483871
1,35,312,8.914285714285715,10.052611522953574,0.09037816524505615,0.09146341463414634
2,34,302,8.882352941176471,5.712845376635408,0.09661526184577446,0.44805194805194803
3,157,158,1.0063694267515924,9.892026708140044,0.09134775759225869,0.0963855421686747
4,91,91,1.0,9.798081791671438,0.09228251365844362,0.09580838323353294
5,165,18,0.10909090909090909,10.229557653233078,0.08979905899180922,0.08139534883720931
6,301,33,0.10963455149501661,10.352340088870898,0.08603952100368145,0.1092896174863388
7,32,285,8.90625,5.063870001580012,0.1819687251645233,0.07853403141361257
8,16,143,8.9375,5.1682890936143036,0.1760737419128418,0.09
9,267,30,0.11235955056179775,4.854366195299427,0.18837443775034204,0.0855614973262032
10,23,204,8.869565217391305,5.184967714813799,0.1792282961835765,0.0707070707070707
11,30,274,9.133333333333333,1.229859760459961,0.22500903651399431,0.7232704402515723
12,20,182,9.1,1.0233245201975099,0.22740039735470177,0.7672955974842768
13,30,269,8.966666666666667,1.1331239838730547,0.21797080930457058,0.7530120481927711
14,119,118,0.9915966386554622,2.507265500588339,0.19942044425796676,0.5
15,22,202,9.181818181818182,1.1586642414365296,0.2237570212211138,0.7407407407407407
16,133,134,1.0075187969924813,5.15383208239031,0.17873734558744384,0.07881773399014778
17,129,128,0.9922480620155039,5.023901779314727,0.17943779001095025,0.09852216748768473
18,180,20,0.1111111111111111,1.2567149707119627,0.20679868681956146,0.7401129943502824
19,28,250,8.928571428571429,1.1400771315510019,0.1970032765903575,0.7754010695187166
20,25,225,9.0,2.5994031368276063,0.19540505308322806,0.49206349206349204
21,122,122,1.0,2.5455159912667593,0.19642382987002108,0.5
22,107,107,1.0,5.77416530012504,0.15838305053547916,0.08547008547008547
23,17,149,8.764705882352942,5.681894617031089,0.1580234060896204,0.10212765957446808
24,149,17,0.11409395973154363,2.6727310962156343,0.18801463548861555,0.49748743718592964
25,21,184,8.761904761904763,5.554409646437884,0.162816191756207,0.09565217391304348
26,168,19,0.1130952380952381,5.262428519526196,0.17093693066949714,0.1004566210045662
27,34,306,9.0,5.470451029686217,0.1650839566134146,0.09691629955947137
28,99,100,1.0101010101010102,1.120087293180083,0.2060278981596559,0.7692307692307693
29,207,23,0.1111111111111111,2.795978864091812,0.1868354823458847,0.47761194029850745
30,35,313,8.942857142857143,1.1171797969188308,0.20212185382843018,0.7741935483870968
31,95,94,0.9894736842105263,1.1694462797304048,0.19907219069344656,0.7671957671957672
32,33,295,8.93939393939394,2.845974649478452,0.18075462373403403,0.4855769230769231
33,137,138,1.0072992700729928,5.56637217054567,0.1619165097183424,0.09871244635193133
34,172,19,0.11046511627906977,2.9310782016129133,0.17855698483012547,0.4766355140186916
35,24,212,8.833333333333334,0.965169141347501,0.189778463675244,0.8168316831683168
36,19,170,8.947368421052632,1.1728127519903642,0.19576171587924568,0.7704081632653061
37,178,20,0.11235955056179775,5.812627165812813,0.1559542766431483,0.09349593495934959
38,211,24,0.11374407582938388,5.660718433298678,0.15979673357920032,0.0954356846473029
39,125,125,1.0,1.1646897943402426,0.1971270271709987,0.7704081632653061
40,26,237,9.115384615384615,2.9907732838774144,0.17550206184387207,0.4751131221719457
41,30,272,9.066666666666666,1.109402556599935,0.19346822761907811,0.7853658536585366
42,183,20,0.1092896174863388,3.0638081388867158,0.17077007675975686,0.4767932489451477
43,31,281,9.064516129032258,0.9572379501895014,0.18188491463661194,0.8258928571428571
44,210,23,0.10952380952380952,3.1422099461489448,0.16694943142718957,0.47540983606557374
45,169,168,0.9940828402366864,3.094917577535508,0.16685208238539148,0.48360655737704916
46,141,142,1.0070921985815602,3.153869898507526,0.1610320121284545,0.4921259842519685
47,101,100,0.9900990099009901,3.145076895941217,0.1640659408569336,0.484
48,25,226,9.04,1.121503261147466,0.1723377163670644,0.8067226890756303
49,35,315,9.0,0.8982216623973969,0.18146477816913623,0.8370044052863436
50,20,176,8.8,6.4558572069768205,0.13873028273534294,0.10437710437710437
51,139,16,0.11510791366906475,3.1566204226134102,0.16024624698356896,0.49416342412451364
52,159,158,0.9937106918238994,3.2124572160495752,0.1580386207653926,0.49230769230769234
53,312,35,0.11217948717948718,1.1184031415225626,0.17427995952509218,0.8050847457627118
54,139,138,0.9928057553956835,1.0927372076555812,0.17087547709833042,0.8132780082987552
55,141,142,1.0070921985815602,3.21238340994786,0.1550647221254499,0.50187265917603
56,148,16,0.10810810810810811,6.558597148847013,0.13773270606994628,0.09666666666666666
57,19,167,8.789473684210526,1.085853257888043,0.17054347246272084,0.8148148148148148
58,159,158,0.9937106918238994,1.107260099239869,0.16617595100402832,0.816
59,16,143,8.9375,3.2063602911873317,0.15535600980122885,0.50187265917603
60,24,219,9.125,3.248302107982593,0.15802347433431066,0.4866920152091255
61,111,110,0.990990990990991,3.3665771246289893,0.15121914343400436,0.4909090909090909
62,183,20,0.1092896174863388,1.1057205895451565,0.1657443426519751,0.8167330677290837
63,127,127,1.0,3.3413316650371265,0.150181156633563,0.4981949458483754
64,309,34,0.11003236245954692,3.387512865987006,0.14812618557668666,0.498220640569395
65,33,297,9.0,3.2733896715360915,0.15000946291031375,0.5089605734767025
66,18,159,8.833333333333334,3.403650219829861,0.14742019656690186,0.49823321554770317
67,131,132,1.0076335877862594,3.447770155908249,0.1475834812797843,0.4911660777385159
68,204,23,0.11274509803921569,7.084894778428018,0.12698791961901817,0.10030395136778116
