Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,42.67,42.60389677250216,1815.0920202020202,62.21,54.12934285187432,2929.9857575757574,4.295710348522566,4.308480019667275,18.563000079872122,11.456636702566382,5.214813844812382,27.1942834360469,0.05382384400038758,0.010502990620946772,0.00011031281198369585,0.7141559200533455,1.1917695462561413,1.420314651383569
