Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,108.87,85.0673713991897,7236.457676767677,142.19,94.69021207403785,8966.236262626262,4.099533607792119,4.182086548866815,17.489847902212745,3.352259733449378,2.603586098860717,6.778660574180766,0.1564991372352806,0.03182393503887057,0.0010127628413582539,0.5189297430858144,0.3027180171131748,0.0916381978849324
