Metric,Num Containers Launched,Combined Threshold,CPU Weight,Memory Weight,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,22,1.8,0.7,0.3,42.67,42.60389677250216,1815.0920202020202,62.21,54.12934285187432,2929.9857575757574,4.295710348522566,4.308480019667275,18.563000079872122,92.01337149206321,17.727862593298138,314.2771121268593,0.010469106713804922,0.0016067732015325538,2.581720121163173e-06,0.05935837376063472,0.14311913298463375,0.02048308622627328
