Metric,Num Containers Launched,Combined Threshold,CPU Weight,Memory Weight,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,23,1060.27,0.7,0.3,2306.04,2369.589372942839,5614953.796363636,2398.08,2316.948880477831,5368252.114747475,3.7859000037406902,4.1251871735340595,17.017169216689922,4.8931341370126775,2.366409203218447,5.599892517076964,0.13183022143284634,0.02824478688642345,0.0007977679862594781,0.3558465358297212,0.30371420661894555,0.09224231930217555
