Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,2306.04,2369.589372942839,5614953.796363636,2398.08,2316.948880477831,5368252.114747475,3.7859000037406902,4.1251871735340595,17.017169216689922,2.8046141829681055,2.2682515154073104,5.14496493714756,0.19654621336425637,0.0937705362860799,0.008792913475379027,1.3141937487181552,4.279816708393142,18.31683105744111
