id,num_read,num_write,read_write_ratio,mean_key_size,mean_value_size,max_cpu_usage,max_memory_usage
1,4965,552,8.994565217391305,51.333333333333336,54.09239130434783,5.42961104140527,42.21484375
2,3055,3055,1.0,50.229459901800325,50.28707037643208,5.416877370417193,44.5234375
3,5303,589,9.00339558573854,49.35144312393888,48.8811544991511,4.88851711026616,41.671875
4,140,1264,0.11075949367088607,49.53876582278481,51.427215189873415,5.445569620253164,42.828125
5,6480,720,9.0,50.30833333333333,48.831944444444446,5.065170239596469,42.01171875
6,1761,196,8.98469387755102,48.33673469387755,50.12755102040816,3.196022727272727,41.453125
7,334,334,1.0,51.050898203592816,51.75149700598802,4.996279949558638,42.125
8,3604,3605,0.9997226074895977,50.63439667128988,51.13370319001387,5.57234096692112,45.1171875
9,7626,847,9.003541912632821,49.735537190082646,51.866587957497046,4.836867924528302,42.41796875
10,8199,911,9.0,49.29967069154775,50.09220636663008,5.099758576874206,42.51171875
11,717,80,8.9625,51.325,49.825,3.522858942065491,41.4296875
12,1891,210,9.004761904761905,49.09047619047619,50.2952380952381,3.921335877862595,41.76171875
13,199,199,1.0,53.256281407035175,51.65829145728643,3.318035043804756,41.51171875
14,110,991,0.11099899091826437,50.86074672048436,50.84258324924319,5.4603929024081115,42.48046875
15,710,6389,0.11112850211300673,50.512756299890434,50.208796368758804,5.434389312977099,47.3984375
16,3110,346,8.988439306358382,48.28901734104046,48.92485549132948,0.0913193588162762,40.44140625
17,420,3785,0.11096433289299867,50.37331571994716,50.37437252311757,5.031025316455697,45.546875
18,4558,507,8.990138067061144,50.61143984220907,51.05522682445759,3.6192620865139946,41.81640625
19,3832,3831,1.0002610284521012,50.81989036805012,50.57974419211694,4.380025316455696,45.625
20,3526,3525,1.0002836879432624,50.502978723404254,50.47971631205674,4.352164556962025,45.04296875
21,318,2862,0.1111111111111111,51.501048218029354,51.146051712089445,4.70019680196802,44.5390625
22,833,7494,0.11115559113957833,50.902989057913,50.650653856418465,5.484111675126903,48.4609375
23,52,467,0.11134903640256959,50.31049250535332,52.269807280513916,5.711085365853658,41.7578125
24,2060,2061,0.9995147986414362,49.42600679281902,49.90635613779719,4.96061790668348,43.3359375
25,2066,230,8.982608695652173,50.582608695652176,50.095652173913045,3.4912781954887215,41.578125
26,3721,413,9.009685230024212,51.738498789346245,53.95399515738499,4.175382685069009,41.7109375
27,983,8851,0.11106089707377698,50.67314427748277,50.08168568523331,4.517806691449814,49.27734375
28,908,101,8.990099009900991,48.881188118811885,46.31683168316832,1.7532874999999999,41.44140625
29,335,3011,0.11125871803387578,50.29591497841249,50.86914646296911,5.3686692015209125,44.6015625
30,4936,548,9.007299270072993,51.36678832116788,51.93248175182482,4.121005089058524,42.0078125
31,5454,606,9.0,50.226072607260726,50.037953795379536,4.615922580645162,41.83984375
32,932,104,8.961538461538462,54.51923076923077,51.85576923076923,3.2311070110701103,41.45703125
33,5476,608,9.006578947368421,51.17598684210526,51.29440789473684,5.23673420738975,42.4375
34,2162,2161,1.000462748727441,51.360481258676536,50.809810273021746,4.299116915422886,43.4375
35,690,6210,0.1111111111111111,50.61352657004831,50.2695652173913,4.780628706998813,47.44921875
36,147,1326,0.11085972850678733,50.52337858220211,50.07315233785822,5.8413566289825285,42.55078125
37,3448,3449,0.9997100608872137,50.58364743403885,50.62626848361844,5.402124681933842,45.26171875
38,161,1446,0.11134163208852006,50.78769017980636,49.80221300138312,4.652484237074401,42.93359375
39,2028,2029,0.9995071463775259,50.638738294726465,50.672745194677184,5.025969387755102,43.609375
40,2789,310,8.996774193548386,48.44193548387097,50.23225806451613,0.07271951219512196,40.44140625
41,2420,2420,1.0,50.52809917355372,51.15826446280992,6.150539877300614,44.1484375
42,556,556,1.0,50.9910071942446,51.330935251798564,4.244147521160822,42.16015625
43,7809,868,8.996543778801843,52.07834101382488,51.44815668202765,3.9685913705583755,42.3046875
44,70,626,0.11182108626198083,50.88658146964856,50.48402555910543,3.9241035353535354,41.9375
45,2760,2759,1.0003624501631025,50.20695904313157,50.335266400869884,4.159873577749684,44.0546875
46,3298,3297,1.0003033060357902,51.41037306642402,50.790112223233244,7.7292564102564105,44.65234375
47,793,7134,0.11115783571628819,50.34496776002243,49.93467900196244,5.344420654911839,48.44140625
48,2073,2073,1.0,51.625663289917995,51.02170767004341,5.203063291139241,43.92578125
49,2373,2373,1.0,125.88706278971766,127.81668773704172,5.414570707070707,45.21875
50,3830,426,8.990610328638498,127.15492957746478,122.18779342723005,4.93343949044586,41.8984375
51,628,5655,0.11105216622458002,126.22387267904509,125.61290893015031,6.0654050785973395,50.06640625
52,616,5540,0.1111913357400722,126.29007220216606,125.10740072202167,8.02747868453106,50.1875
53,1315,146,9.006849315068493,124.51369863013699,115.64383561643835,2.1760398505603984,41.5390625
54,3742,3743,0.9997328346246327,124.65535666577611,126.40956452043815,5.027997465145754,46.98828125
55,675,6073,0.11114770294747242,125.51177342334925,126.93232339864976,6.662291169451073,50.5
