Client ID,Throughput,Latency
0,24.934467053992822,0.040105128288269044
1,19.053335023206223,0.04771295460787686
2,8.10541036543849,0.02467487653096517
3,28.60027587066809,0.0349646977015904
4,31.566777258615822,0.03167887528737386
5,36.72343602782124,0.025797379644293534
6,34.30648504250784,0.02776095980689639
7,55.590326075791666,0.017988741397857666
8,27.498307431609966,0.036365874608357746
9,35.37870710111053,0.01989059978061252
10,39.30033790312663,0.02394830479341395
11,35.19713509037021,0.02841140329837799
12,37.71968851163823,0.025038500626881916
13,36.240401432287825,0.01947777411516975
14,47.173347682140765,0.020654861743633565
15,26.162060056061232,0.03291449944178263
16,57.741540497415095,0.01731855422258377
17,40.399509410457775,0.02475277582804362
18,71.69806739068868,0.013947377333769927
19,38.653733337740874,0.025870722273121708
20,36.54626121951817,0.026804160098640287
21,48.48980499049212,0.01682393801839728
22,39.3985777072078,0.02538162690621835
23,36.34754261881699,0.027512176283474625
24,30.064018009975953,0.033262353677016035
25,37.66738699987594,0.026548164862173575
26,34.66399171066673,0.02840455862192007
27,39.747557990792764,0.025158778313667543
28,9.874179939179742,0.10127423301575676
29,64.76998133911871,0.015439251012969436
30,62.5186632142914,0.015995223643416066
31,34.85228219577561,0.018511306854986375
32,37.33257517611289,0.026786258255226025
33,55.69784581552787,0.017954015731811525
34,38.884213356324715,0.02571737766265869
35,36.125594534224014,0.027681205330825433
36,11.463261671435408,0.08723520658102381
37,59.39395624625065,0.015433669090270996
38,58.03106743690582,0.015665589989005746
39,44.39109393597283,0.022527041154749253
40,52.38846906451861,0.0171579055571824
41,65.50353481055951,0.015266351699829102
42,56.01082343396979,0.017853692173957825
43,39.66145335227582,0.0252133977824244
44,36.6658015514149,0.027273370762064
45,68.46343099900774,0.014606337798269172
46,60.116411565479,0.016634392738342284
47,56.89292332688782,0.01617072820663452
48,39.296903705746765,0.02522601666657821
49,49.65210734912346,0.019948321297055198
50,49.554995923883055,0.01999100569252656
51,46.82911439294899,0.021354236845242774
52,47.64617191717903,0.02044053077697754
53,51.724387731085095,0.01933323996407645
54,37.08266851812922,0.026966775584424663
55,52.12496287409092,0.01918466594241081
56,48.13647267275705,0.020774268334911715
57,65.98085529782833,0.015155911445617676
58,52.723305035236784,0.018966944491276977
59,64.77260115092888,0.014800666777555607
60,38.21764696808539,0.026165922795693707
61,70.11463436151192,0.014262357767481004
62,39.674288201893624,0.025205241110091817
63,58.940957864161184,0.015727727082523988
64,64.83372948135907,0.01403242484071201
65,64.43335500837,0.015519912006290814
66,66.73213750176896,0.014985283514610807
67,59.80731267505462,0.015260649105859182
68,38.69949844856099,0.025840128169340247
69,41.22280521694246,0.02425841702759721
70,66.69809652277141,0.014074997026093152
71,49.893380472996185,0.019907315035124083
72,54.83344227759496,0.01823704583304269
73,52.500926272522015,0.01904728299095517
74,67.24259745715813,0.014499737322330475
75,61.7613032356664,0.01383012698756324
76,41.61328127783105,0.024030789432909663
77,63.91194503198641,0.014465657420128397
78,63.080139181022815,0.015065130980118462
79,40.66694792146648,0.024589993867529445
80,64.67418180965078,0.015462120617825561
81,66.57622052631076,0.014383149869514235
82,65.56679806896874,0.014616137459164574
83,66.0793952311654,0.014408361412094025
84,64.7287609446685,0.015449082995035562
85,47.10812852158389,0.020979481133801197
86,48.41637989842209,0.020544304492625783
87,47.10190456574758,0.02066290187325707
88,61.41541513554848,0.015293009373364528
89,61.61192703218,0.015045241023717302
90,60.524385506052255,0.01652226605258145
91,63.51521278140495,0.0151549023102949
92,65.63480742745233,0.015235818298169354
93,51.24405710889508,0.01951445799607497
94,58.45767053278319,0.01573100641145179
95,67.26616466708158,0.014866315107294583
96,50.57146709176133,0.01977399623755253
97,40.54889605667957,0.02466158384687445
98,44.685279017152084,0.02237873460779238
99,43.33706127000656,0.02307493795598219
