Metric,Mean Reads,Std Dev Reads,Variance Reads,Mean Writes,Std Dev Writes,Variance Writes,Mean RW Ratio,Std Dev RW Ratio,Variance RW Ratio,Mean Throughput,Std Dev Throughput,Variance Throughput,Mean Latency,Std Dev Latency,Variance Latency,Mean Error Rate,Std Dev Error Rate,Variance Error Rate
Overall Stats,42.67,42.60389677250216,1815.0920202020202,62.21,54.12934285187432,2929.9857575757574,4.295710348522566,4.308480019667275,18.563000079872122,7.123152741483578,6.090526808173143,37.094516801075734,0.05364128562128204,0.015569580126937045,0.00024241182532911296,0.9611910413247841,1.3731285804892772,1.8854820985564975
